,Date,Crypto,Quote,Open,High,Low,Close,Volume,Mean,Std Dev,Buy Signal,Sell Signal,Mean Reversion Signal,Momentum,Momentum Signal
14,2023-08-05 00:35:00,TRX,USD,0.01,0.01,0.01,0.01,14245.99,0.01,0.0,False,False,Hold,0.0,Hold
13,2023-08-05 00:40:00,TRX,USD,0.01,0.01,0.01,0.01,23415.74,0.01,0.0,False,False,Hold,0.0,Hold
12,2023-08-05 00:45:00,TRX,USD,0.01,0.01,0.01,0.01,14629.46,0.01,0.0,False,False,Hold,0.0,Hold
11,2023-08-05 00:50:00,TRX,USD,0.01,0.01,0.01,0.01,77427.43,0.01,0.0,False,False,Hold,0.0,Hold
10,2023-08-05 00:55:00,TRX,USD,0.01,0.01,0.01,0.01,15958.27,0.01,0.0,False,False,Hold,0.0,Hold
9,2023-08-05 01:00:00,TRX,USD,0.01,0.01,0.01,0.01,87260.97,0.01,0.0,False,False,Hold,0.0,Hold
8,2023-08-05 01:05:00,TRX,USD,0.01,0.01,0.01,0.01,13762.16,0.01,0.0,False,False,Hold,0.0,Hold
7,2023-08-05 01:10:00,TRX,USD,0.01,0.01,0.01,0.01,24560.97,0.01,0.0,False,False,Hold,0.0,Hold
6,2023-08-05 01:15:00,TRX,USD,0.01,0.01,0.01,0.01,46025.52,0.01,0.0,False,False,Hold,0.0,Hold
5,2023-08-05 01:20:00,TRX,USD,0.01,0.01,0.01,0.01,45623.35,0.01,0.0,False,False,Hold,0.0,Hold
4,2023-08-05 01:25:00,TRX,USD,0.01,0.01,0.01,0.01,123860.05,0.01,0.0,False,False,Hold,0.0,Hold
3,2023-08-05 01:30:00,TRX,USD,0.01,0.01,0.01,0.01,98144.99,0.01,0.0,False,False,Hold,0.0,Hold
2,2023-08-05 01:35:00,TRX,USD,0.01,0.01,0.01,0.01,395895.35,0.01,0.0,False,False,Hold,0.0,Hold
1,2023-08-05 01:40:00,TRX,USD,0.01,0.01,0.01,0.01,22544.74,0.01,0.0,False,False,Hold,0.0,Hold
0,2023-08-05 01:45:00,TRX,USD,0.01,0.01,0.01,0.01,36511.18,0.01,0.0,False,False,Hold,0.0,Hold
287,2023-08-04 01:50:00,LTC,USD,6777.77,6787.56,6772.05,6785.93,202736.95,,,False,False,Hold,,Hold
286,2023-08-04 01:55:00,LTC,USD,6785.93,6788.38,6770.42,6772.05,228946.6,,,False,False,Hold,,Hold
285,2023-08-04 02:00:00,LTC,USD,6772.87,6784.3,6771.23,6781.03,179874.95,,,False,False,Hold,,Hold
284,2023-08-04 02:05:00,LTC,USD,6781.03,6781.03,6756.54,6762.25,299737.15,,,False,False,Hold,,Hold
283,2023-08-04 02:10:00,LTC,USD,6762.25,6767.97,6758.99,6764.7,191061.0,,,False,False,Hold,,Hold
282,2023-08-04 02:15:00,LTC,USD,6763.89,6774.5,6760.62,6772.05,112350.4,,,False,False,Hold,,Hold
281,2023-08-04 02:20:00,LTC,USD,6772.05,6772.05,6745.92,6754.09,403269.35,,,False,False,Hold,,Hold
280,2023-08-04 02:25:00,LTC,USD,6753.27,6780.22,6750.82,6774.5,397717.15,,,False,False,Hold,,Hold
279,2023-08-04 02:30:00,LTC,USD,6774.5,6784.3,6772.87,6778.58,252461.8,,,False,False,Hold,,Hold
278,2023-08-04 02:35:00,LTC,USD,6778.58,6784.3,6778.58,6784.3,68830.95,,,False,False,Hold,,Hold
277,2023-08-04 02:40:00,LTC,USD,6783.48,6785.93,6777.77,6785.93,76016.15,,,False,False,Hold,,Hold
276,2023-08-04 02:45:00,LTC,USD,6785.93,6786.75,6783.48,6785.93,64666.8,,,False,False,Hold,,Hold
275,2023-08-04 02:50:00,LTC,USD,6785.11,6785.93,6781.85,6782.67,76506.05,,,False,False,Hold,,Hold
274,2023-08-04 02:55:00,LTC,USD,6783.48,6783.48,6773.68,6773.68,97000.2,,,False,False,Hold,,Hold
273,2023-08-04 03:00:00,LTC,USD,6772.87,6772.87,6761.44,6765.52,129741.85,,,False,False,Hold,-20.409999999999854,Sell
272,2023-08-04 03:05:00,LTC,USD,6766.34,6776.95,6758.17,6775.32,312801.15,,,False,False,Hold,3.269999999999527,Buy
271,2023-08-04 03:10:00,LTC,USD,6774.5,6782.67,6772.05,6779.4,105165.2,,,False,False,Hold,-1.6300000000001091,Sell
270,2023-08-04 03:15:00,LTC,USD,6779.4,6782.67,6776.95,6781.85,173506.25,,,False,False,Hold,19.600000000000364,Buy
269,2023-08-04 03:20:00,LTC,USD,6781.85,6785.11,6781.03,6785.11,42458.0,,,False,False,Hold,20.409999999999854,Buy
268,2023-08-04 03:25:00,LTC,USD,6785.11,6785.11,6775.32,6776.13,185427.15,6776.0509999999995,8.931968545917693,False,False,Hold,4.079999999999927,Buy
267,2023-08-04 03:30:00,LTC,USD,6776.95,6782.67,6776.13,6777.77,191714.2,6775.643000000001,8.638506876343309,False,False,Hold,23.68000000000029,Buy
266,2023-08-04 03:35:00,LTC,USD,6778.58,6784.3,6775.32,6779.4,199715.9,6776.010499999999,8.633949193978967,False,False,Hold,4.899999999999636,Buy
265,2023-08-04 03:40:00,LTC,USD,6779.4,6780.22,6761.44,6771.23,565752.85,6775.5205000000005,8.612146547632223,False,False,Hold,-7.350000000000364,Sell
264,2023-08-04 03:45:00,LTC,USD,6771.23,6772.05,6761.44,6763.89,208779.05,6775.602500000001,8.486026207211006,True,False,Buy,-20.409999999999854,Sell
263,2023-08-04 03:50:00,LTC,USD,6763.89,6765.52,6752.46,6760.62,567630.8,6775.3985,8.804958695620142,True,False,Buy,-25.3100000000004,Sell
262,2023-08-04 03:55:00,LTC,USD,6760.62,6768.79,6760.62,6764.7,220373.35,6775.031,9.100500217599192,True,False,Buy,-21.230000000000473,Sell
261,2023-08-04 04:00:00,LTC,USD,6764.7,6767.15,6750.01,6757.35,271894.5,6775.194,8.727222624457255,True,False,Buy,-25.31999999999971,Sell
260,2023-08-04 04:05:00,LTC,USD,6756.54,6770.42,6754.9,6758.99,587880.0,6774.4185,9.451215056945044,True,False,Buy,-14.69000000000051,Sell
259,2023-08-04 04:10:00,LTC,USD,6758.99,6761.44,6754.9,6755.72,172689.75,6773.275500000001,10.268425531439771,True,False,Buy,-9.800000000000182,Sell
258,2023-08-04 04:15:00,LTC,USD,6754.9,6754.9,6747.56,6748.37,269853.25,6771.479000000001,11.32664947903975,True,False,Buy,-26.949999999999818,Sell
257,2023-08-04 04:20:00,LTC,USD,6748.37,6750.01,6745.11,6745.92,161748.65,6769.4785,12.143783020648875,True,False,Buy,-33.47999999999956,Sell
256,2023-08-04 04:25:00,LTC,USD,6745.11,6754.9,6741.84,6749.19,172853.05,6767.641500000001,12.30198498103626,True,False,Buy,-32.660000000000764,Sell
255,2023-08-04 04:30:00,LTC,USD,6749.19,6750.01,6732.86,6747.56,397717.15,6765.886,12.547201575186715,True,False,Buy,-37.54999999999927,Sell
254,2023-08-04 04:35:00,LTC,USD,6748.37,6758.17,6747.56,6756.54,116514.55,6765.0289999999995,12.57216093304006,False,False,Hold,-19.590000000000146,Sell
253,2023-08-04 04:40:00,LTC,USD,6756.54,6767.15,6756.54,6765.52,428172.6,6765.0289999999995,12.57216093304006,False,False,Hold,-12.25,Sell
252,2023-08-04 04:45:00,LTC,USD,6766.34,6775.32,6763.89,6772.05,242990.4,6764.8655,12.451971932185783,False,False,Hold,-7.349999999999454,Sell
251,2023-08-04 04:50:00,LTC,USD,6772.87,6782.67,6770.42,6775.32,276630.2,6764.661499999999,12.2328140563316,False,False,Hold,4.0900000000001455,Buy
250,2023-08-04 04:55:00,LTC,USD,6774.5,6782.67,6772.05,6781.85,129741.85,6764.6615,12.2328140563316,False,True,Sell,17.960000000000036,Buy
249,2023-08-04 05:00:00,LTC,USD,6781.85,6790.83,6778.58,6781.03,452912.55,6764.4574999999995,11.903443497795296,False,True,Sell,20.409999999999854,Buy
248,2023-08-04 05:05:00,LTC,USD,6780.22,6781.85,6773.68,6781.85,210575.35,6764.7435,12.261972141112434,False,True,Sell,17.150000000000546,Buy
247,2023-08-04 05:10:00,LTC,USD,6781.85,6782.67,6772.87,6773.68,166729.3,6764.539,12.065824246058984,False,False,Hold,16.329999999999927,Buy
246,2023-08-04 05:15:00,LTC,USD,6773.68,6781.85,6767.15,6770.42,224537.5,6764.089999999999,11.643392072214562,False,False,Hold,11.430000000000291,Buy
245,2023-08-04 05:20:00,LTC,USD,6770.42,6780.22,6769.6,6779.4,118800.75,6764.4985,12.043522074016028,False,True,Sell,23.67999999999938,Buy
244,2023-08-04 05:25:00,LTC,USD,6779.4,6790.01,6772.05,6772.05,339500.7,6764.9065,12.159483314418841,False,False,Hold,23.68000000000029,Buy
243,2023-08-04 05:30:00,LTC,USD,6772.87,6782.67,6772.87,6780.22,153502.0,6765.886499999999,12.57844617422395,False,True,Sell,34.30000000000018,Buy
242,2023-08-04 05:35:00,LTC,USD,6780.22,6782.67,6776.13,6778.58,71607.05,6766.580499999999,12.888618592016991,False,False,Hold,29.390000000000327,Buy
241,2023-08-04 05:40:00,LTC,USD,6778.58,6783.48,6776.13,6781.85,171220.05,6767.8055,13.12722421253962,False,True,Sell,34.289999999999964,Buy
240,2023-08-04 05:45:00,LTC,USD,6781.03,6789.2,6781.03,6785.11,287081.4,6769.111500000001,13.498101728137181,False,True,Sell,28.56999999999971,Buy
239,2023-08-04 05:50:00,LTC,USD,6785.11,6790.83,6782.67,6787.56,189917.9,6770.7035000000005,13.711504687286247,False,True,Sell,22.039999999999964,Buy
238,2023-08-04 05:55:00,LTC,USD,6788.38,6790.83,6782.67,6783.48,222986.15,6772.459,12.926757195018588,False,False,Hold,11.429999999999382,Buy
237,2023-08-04 06:00:00,LTC,USD,6784.3,6790.01,6782.67,6790.01,98878.15,6774.663500000001,11.879754239440999,False,True,Sell,14.69000000000051,Buy
236,2023-08-04 06:05:00,LTC,USD,6790.83,6790.83,6784.3,6784.3,99449.7,6776.419,10.422066619996153,False,False,Hold,2.449999999999818,Buy
235,2023-08-04 06:10:00,LTC,USD,6784.3,6785.11,6774.5,6776.13,198981.05,6777.847500000001,7.914674495422787,False,False,Hold,-4.899999999999636,Sell
234,2023-08-04 06:15:00,LTC,USD,6775.32,6787.56,6772.05,6785.93,123209.85,6779.317,6.317594562230314,False,True,Sell,4.079999999999927,Buy
233,2023-08-04 06:20:00,LTC,USD,6786.75,6794.1,6785.93,6790.83,323170.7,6780.5824999999995,5.931584393832616,False,True,Sell,17.149999999999636,Buy
232,2023-08-04 06:25:00,LTC,USD,6790.83,6791.65,6779.4,6781.03,92346.15,6781.0315,5.58124139653782,False,False,Hold,10.609999999999673,Buy
231,2023-08-04 06:30:00,LTC,USD,6781.03,6782.67,6771.23,6772.05,333948.5,6780.8679999999995,5.80093604062978,True,False,Buy,-7.349999999999454,Sell
230,2023-08-04 06:35:00,LTC,USD,6771.23,6771.23,6758.17,6766.34,295083.1,6780.092500000001,6.6389471858828415,True,False,Buy,-5.710000000000036,Sell
229,2023-08-04 06:40:00,LTC,USD,6766.34,6767.97,6762.25,6764.7,98959.8,6779.276,7.469775872075254,True,False,Buy,-15.520000000000437,Sell
228,2023-08-04 06:45:00,LTC,USD,6764.7,6776.13,6758.99,6763.07,650587.2,6778.3369999999995,8.2670176000829,True,False,Buy,-15.510000000000218,Sell
227,2023-08-04 06:50:00,LTC,USD,6763.89,6769.6,6758.99,6766.34,214167.95,6777.969999999999,8.639184293857513,True,False,Buy,-15.510000000000218,Sell
226,2023-08-04 06:55:00,LTC,USD,6766.34,6770.42,6756.54,6758.17,358443.5,6777.3575,9.585100759982483,True,False,Buy,-26.9399999999996,Sell
225,2023-08-04 07:00:00,LTC,USD,6759.8,6761.44,6751.64,6759.8,489736.7,6776.3775000000005,10.337705576142417,True,False,Buy,-27.76000000000022,Sell
224,2023-08-04 07:05:00,LTC,USD,6758.99,6762.25,6753.27,6758.99,92591.1,6775.724499999999,11.015693816696706,True,False,Buy,-24.48999999999978,Sell
223,2023-08-04 07:10:00,LTC,USD,6757.35,6781.03,6757.35,6773.68,485245.95,6775.397500000001,10.972205494844744,False,False,Hold,-16.329999999999927,Sell
222,2023-08-04 07:15:00,LTC,USD,6773.68,6778.58,6764.7,6772.05,435357.8,6775.070999999999,10.969675857613021,False,False,Hold,-12.25,Sell
221,2023-08-04 07:20:00,LTC,USD,6772.05,6773.68,6755.72,6762.25,480510.25,6774.091,11.205161357725622,True,False,Buy,-13.88000000000011,Sell
220,2023-08-04 07:25:00,LTC,USD,6762.25,6763.07,6755.72,6758.99,151869.0,6772.785000000001,11.374177356026305,True,False,Buy,-26.94000000000051,Sell
219,2023-08-04 07:30:00,LTC,USD,6758.99,6767.15,6755.72,6763.07,111452.25,6771.5605,11.012334938126829,False,False,Hold,-27.76000000000022,Sell
218,2023-08-04 07:35:00,LTC,USD,6763.07,6763.89,6752.46,6760.62,170566.85,6770.4175000000005,10.895798260652942,False,False,Hold,-20.409999999999854,Sell
217,2023-08-04 07:40:00,LTC,USD,6761.44,6763.07,6756.54,6757.35,78547.3,6768.7845,10.232069541654505,True,False,Buy,-14.699999999999818,Sell
216,2023-08-04 07:45:00,LTC,USD,6756.54,6763.89,6756.54,6762.25,57155.0,6767.682000000001,9.643291969031209,False,False,Hold,-4.0900000000001455,Sell
215,2023-08-04 07:50:00,LTC,USD,6762.25,6766.34,6760.62,6764.7,87937.05,6767.1105,9.453097222880997,False,False,Hold,0.0,Hold
214,2023-08-04 07:55:00,LTC,USD,6764.7,6774.5,6764.7,6767.15,232865.8,6766.1714999999995,8.354177823414606,False,False,Hold,4.079999999999927,Buy
213,2023-08-04 08:00:00,LTC,USD,6767.15,6773.68,6758.17,6760.62,1008622.45,6764.661,6.083622449266714,False,False,Hold,-5.720000000000255,Sell
212,2023-08-04 08:05:00,LTC,USD,6760.62,6778.58,6758.17,6773.68,251155.4,6764.2935,5.200687479854438,False,True,Sell,15.510000000000218,Buy
211,2023-08-04 08:10:00,LTC,USD,6773.68,6782.67,6772.05,6777.77,300145.4,6764.5795,5.775231574300878,False,True,Sell,17.970000000000255,Buy
210,2023-08-04 08:15:00,LTC,USD,6778.58,6785.11,6777.77,6781.03,106634.9,6765.314,6.8458303867519446,False,True,Sell,22.039999999999964,Buy
209,2023-08-04 08:20:00,LTC,USD,6781.03,6781.03,6771.23,6773.68,106879.85,6765.763000000001,7.093449238926917,False,True,Sell,0.0,Hold
208,2023-08-04 08:25:00,LTC,USD,6773.68,6781.03,6767.15,6768.79,203553.45,6766.049000000001,7.094467748291673,False,False,Hold,-3.2600000000002183,Sell
207,2023-08-04 08:30:00,LTC,USD,6768.79,6772.87,6767.15,6768.79,101001.05,6766.1714999999995,7.120859849763415,False,False,Hold,6.539999999999964,Buy
206,2023-08-04 08:35:00,LTC,USD,6767.97,6774.5,6764.7,6766.34,89815.0,6766.58,6.867517746607979,False,False,Hold,7.350000000000364,Buy
205,2023-08-04 08:40:00,LTC,USD,6767.15,6770.42,6764.7,6766.34,67116.3,6766.907000000001,6.680859620074053,False,False,Hold,3.2700000000004366,Buy
204,2023-08-04 08:45:00,LTC,USD,6765.52,6767.97,6763.07,6763.89,106308.3,6767.152,6.461492087744102,False,False,Hold,3.2700000000004366,Buy
203,2023-08-04 08:50:00,LTC,USD,6763.89,6765.52,6758.99,6765.52,122230.05,6766.744000000001,6.282750319638969,False,False,Hold,8.170000000000073,Buy
202,2023-08-04 08:55:00,LTC,USD,6765.52,6767.15,6757.35,6763.07,131946.4,6766.295,6.203983016025302,False,False,Hold,0.819999999999709,Buy
201,2023-08-04 09:00:00,LTC,USD,6763.89,6767.97,6758.99,6758.99,132436.3,6766.1320000000005,6.35679628015085,True,False,Buy,-5.710000000000036,Sell
200,2023-08-04 09:05:00,LTC,USD,6758.99,6759.8,6757.35,6758.99,51439.5,6766.132,6.35679628015085,True,False,Buy,-8.159999999999854,Sell
199,2023-08-04 09:10:00,LTC,USD,6759.8,6768.79,6758.17,6767.15,125904.3,6766.336,6.318712726995003,False,False,Hold,6.529999999999745,Buy
198,2023-08-04 09:15:00,LTC,USD,6767.15,6771.23,6765.52,6771.23,116106.3,6766.866500000001,6.258663280015079,False,False,Hold,-2.4500000000007276,Sell
197,2023-08-04 09:20:00,LTC,USD,6771.23,6778.58,6771.23,6777.77,440828.35,6767.8875,6.29000951802381,False,True,Sell,0.0,Hold
196,2023-08-04 09:25:00,LTC,USD,6777.77,6785.11,6777.77,6785.11,113493.5,6769.030499999999,7.219944215413545,False,True,Sell,4.079999999999927,Buy
195,2023-08-04 09:30:00,LTC,USD,6785.11,6787.56,6776.95,6780.22,210657.0,6769.806500000001,7.556218961888765,False,True,Sell,6.539999999999964,Buy
194,2023-08-04 09:35:00,LTC,USD,6779.4,6783.48,6776.13,6781.85,157012.95,6770.541499999999,7.986886802095565,False,True,Sell,13.0600000000004,Buy
193,2023-08-04 09:40:00,LTC,USD,6782.67,6786.75,6781.85,6783.48,84017.85,6771.6845,8.126812332288425,False,True,Sell,14.6899999999996,Buy
192,2023-08-04 09:45:00,LTC,USD,6784.3,6796.55,6784.3,6792.46,201757.15,6772.6235,9.360784534711593,False,True,Sell,26.11999999999989,Buy
191,2023-08-04 09:50:00,LTC,USD,6793.28,6794.91,6787.56,6789.2,176364.0,6773.195,10.017414048074638,False,True,Sell,22.859999999999673,Buy
190,2023-08-04 09:55:00,LTC,USD,6789.2,6799.0,6789.2,6796.55,112105.45,6773.9710000000005,11.188923987588973,False,True,Sell,32.659999999999854,Buy
189,2023-08-04 10:00:00,LTC,USD,6795.73,6798.18,6792.46,6793.28,88835.2,6774.950999999999,11.991648804592412,False,True,Sell,27.75999999999931,Buy
188,2023-08-04 10:05:00,LTC,USD,6794.1,6797.36,6786.75,6796.55,218577.05,6776.339,12.819026114583682,False,True,Sell,33.48000000000047,Buy
187,2023-08-04 10:10:00,LTC,USD,6796.55,6801.45,6790.01,6793.28,401473.05,6777.563499999999,13.223271462008421,False,True,Sell,34.289999999999964,Buy
186,2023-08-04 10:15:00,LTC,USD,6793.28,6810.43,6792.46,6805.53,514721.6,6779.522999999999,14.329962390227964,False,True,Sell,46.539999999999964,Buy
185,2023-08-04 10:20:00,LTC,USD,6806.34,6814.51,6800.63,6814.51,110064.2,6781.931500000001,15.953699216304516,False,True,Sell,47.36000000000058,Buy
184,2023-08-04 10:25:00,LTC,USD,6814.51,6816.14,6803.89,6803.89,168607.25,6783.931500000001,16.079686195881365,False,True,Sell,32.660000000000764,Buy
183,2023-08-04 10:30:00,LTC,USD,6804.71,6804.71,6794.91,6795.73,119535.6,6785.442,15.672904745388818,False,False,Hold,17.959999999999127,Buy
182,2023-08-04 10:35:00,LTC,USD,6795.73,6798.18,6785.93,6797.36,674429.0,6787.1565,14.95590194187196,False,False,Hold,12.25,Buy
181,2023-08-04 10:40:00,LTC,USD,6798.18,6811.24,6796.55,6807.98,138315.1,6789.606,14.086511801614156,False,True,Sell,27.75999999999931,Buy
180,2023-08-04 10:45:00,LTC,USD,6807.98,6807.98,6789.2,6791.65,141826.05,6791.239,12.104090609123425,False,False,Hold,9.799999999999272,Buy
179,2023-08-04 10:50:00,LTC,USD,6791.65,6795.73,6788.38,6790.83,94632.35,6792.423,10.700519957862586,False,False,Hold,7.350000000000364,Buy
178,2023-08-04 10:55:00,LTC,USD,6790.83,6804.71,6790.83,6797.36,262423.1,6793.7294999999995,9.505160080614065,False,False,Hold,4.899999999999636,Buy
177,2023-08-04 11:00:00,LTC,USD,6798.18,6798.18,6790.83,6798.18,131456.5,6794.75,8.768622888951004,False,False,Hold,8.980000000000473,Buy
176,2023-08-04 11:05:00,LTC,USD,6798.18,6799.0,6791.65,6792.46,73648.3,6795.1175,8.493029882154248,False,False,Hold,-4.0900000000001455,Sell
175,2023-08-04 11:10:00,LTC,USD,6792.46,6794.91,6788.38,6791.65,133171.15,6795.689,7.793571507488047,False,False,Hold,-1.6300000000001091,Sell
174,2023-08-04 11:15:00,LTC,USD,6791.65,6798.18,6785.11,6788.38,235152.0,6796.0154999999995,7.304745735710871,True,False,Buy,-8.170000000000073,Sell
173,2023-08-04 11:20:00,LTC,USD,6787.56,6790.83,6785.11,6785.11,92182.85,6796.097,7.165286272623734,True,False,Buy,-8.170000000000073,Sell
172,2023-08-04 11:25:00,LTC,USD,6785.11,6790.83,6778.58,6785.11,296634.45,6795.7294999999995,7.540314439221401,True,False,Buy,-20.420000000000073,Sell
171,2023-08-04 11:30:00,LTC,USD,6785.11,6789.2,6782.67,6788.38,86630.65,6795.688499999999,7.579812714684873,False,False,Hold,-26.13000000000011,Sell
170,2023-08-04 11:35:00,LTC,USD,6788.38,6794.1,6778.58,6779.4,126720.8,6794.831,8.402645510740244,True,False,Buy,-24.49000000000069,Sell
169,2023-08-04 11:40:00,LTC,USD,6778.58,6785.93,6776.13,6783.48,145908.55,6794.341,8.775330792997304,True,False,Buy,-12.25,Sell
168,2023-08-04 11:45:00,LTC,USD,6782.67,6782.67,6771.23,6774.5,153910.25,6793.2384999999995,9.807616951296351,True,False,Buy,-22.859999999999673,Sell
167,2023-08-04 11:50:00,LTC,USD,6774.5,6780.22,6768.79,6779.4,104756.95,6792.544500000001,10.284037951074286,True,False,Buy,-28.579999999999927,Sell
166,2023-08-04 11:55:00,LTC,USD,6779.4,6786.75,6777.77,6777.77,76832.65,6791.1565,10.312483633169107,True,False,Buy,-13.8799999999992,Sell
165,2023-08-04 12:00:00,LTC,USD,6776.95,6776.95,6769.6,6769.6,122964.9,6788.911,9.83829890089218,True,False,Buy,-21.229999999999563,Sell
164,2023-08-04 12:05:00,LTC,USD,6769.6,6781.03,6767.15,6781.03,282590.65,6787.767999999999,9.320777921008233,False,False,Hold,-16.329999999999927,Sell
163,2023-08-04 12:10:00,LTC,USD,6780.22,6781.03,6776.13,6776.95,62788.85,6786.829,9.42187371018296,True,False,Buy,-21.230000000000473,Sell
162,2023-08-04 12:15:00,LTC,USD,6776.95,6776.95,6772.05,6776.13,81568.35,6785.7675,9.368742473054336,True,False,Buy,-16.329999999999927,Sell
161,2023-08-04 12:20:00,LTC,USD,6776.95,6788.38,6776.95,6787.56,108022.95,6784.746499999999,7.8023695962107125,False,False,Hold,-4.089999999999236,Sell
160,2023-08-04 12:25:00,LTC,USD,6788.38,6790.83,6785.93,6790.83,80180.3,6784.705499999999,7.76625458398329,False,False,Hold,2.449999999999818,Buy
159,2023-08-04 12:30:00,LTC,USD,6790.01,6825.12,6761.44,6772.87,1337182.05,6783.8075,8.053835225665903,True,False,Buy,-12.239999999999782,Sell
158,2023-08-04 12:35:00,LTC,USD,6775.32,6789.2,6766.34,6780.22,262178.15,6782.950500000001,7.423050497219538,False,False,Hold,-4.889999999999418,Sell
157,2023-08-04 12:40:00,LTC,USD,6779.4,6803.08,6776.95,6795.73,242908.75,6782.8279999999995,7.174551957406952,False,True,Sell,7.349999999999454,Buy
156,2023-08-04 12:45:00,LTC,USD,6795.73,6802.26,6790.01,6798.18,118719.1,6783.114,7.675258541852081,False,True,Sell,18.780000000000655,Buy
155,2023-08-04 12:50:00,LTC,USD,6798.18,6807.98,6791.65,6802.26,95367.2,6783.644499999999,8.606483770670119,False,True,Sell,18.780000000000655,Buy
154,2023-08-04 12:55:00,LTC,USD,6803.08,6807.98,6794.91,6807.98,160278.95,6784.6245,10.151337207744936,False,True,Sell,33.47999999999956,Buy
153,2023-08-04 13:00:00,LTC,USD,6807.98,6813.69,6803.89,6807.98,153502.0,6785.768000000001,11.417980096049497,False,True,Sell,28.579999999999927,Buy
152,2023-08-04 13:05:00,LTC,USD,6807.16,6810.43,6798.18,6810.43,203635.1,6787.034,12.67563198881634,False,True,Sell,32.659999999999854,Buy
151,2023-08-04 13:10:00,LTC,USD,6810.43,6815.33,6806.34,6813.69,225843.9,6788.299499999999,14.010263333868444,False,True,Sell,44.089999999999236,Buy
150,2023-08-04 13:15:00,LTC,USD,6813.69,6817.78,6807.16,6807.98,175955.75,6789.7285,14.503615257116353,False,True,Sell,26.949999999999818,Buy
149,2023-08-04 13:20:00,LTC,USD,6807.16,6812.06,6805.53,6809.61,100919.4,6791.034999999999,15.076705105634392,False,True,Sell,32.659999999999854,Buy
148,2023-08-04 13:25:00,LTC,USD,6809.61,6809.61,6799.81,6802.26,92182.85,6792.423,14.748589977213516,False,False,Hold,26.13000000000011,Buy
147,2023-08-04 13:30:00,LTC,USD,6801.45,6816.14,6799.81,6815.33,144602.15,6794.219500000001,15.258269707731522,False,True,Sell,27.769999999999527,Buy
146,2023-08-04 13:35:00,LTC,USD,6814.51,6825.12,6806.34,6819.41,315087.35,6796.3015,15.729224986769912,False,True,Sell,28.579999999999927,Buy
145,2023-08-04 13:40:00,LTC,USD,6819.41,6822.67,6809.61,6816.96,232620.85,6798.669499999999,15.048022942364408,False,True,Sell,44.090000000000146,Buy
144,2023-08-04 13:45:00,LTC,USD,6816.96,6848.8,6816.96,6834.92,497575.1,6801.364,16.479903359458984,False,True,Sell,54.69999999999982,Buy
143,2023-08-04 13:50:00,LTC,USD,6834.92,6852.07,6832.47,6832.47,765550.4,6804.139999999999,16.823500793463225,False,True,Sell,36.74000000000069,Buy
142,2023-08-04 13:55:00,LTC,USD,6833.29,6834.11,6815.33,6817.78,351013.35,6806.222500000001,15.715106334529533,False,False,Hold,19.599999999999454,Buy
141,2023-08-04 14:00:00,LTC,USD,6818.59,6819.41,6797.36,6799.0,402289.55,6806.794499999999,15.199824609455435,False,False,Hold,-3.2600000000002183,Sell
140,2023-08-04 14:05:00,LTC,USD,6799.0,6805.53,6794.1,6804.71,191550.9,6807.488500000001,14.7425375502785,False,False,Hold,-3.269999999999527,Sell
139,2023-08-04 14:10:00,LTC,USD,6805.53,6824.31,6804.71,6813.69,231151.15,6809.5295,12.32500730224288,False,False,Hold,5.710000000000036,Buy
138,2023-08-04 14:15:00,LTC,USD,6812.88,6825.94,6811.24,6825.12,110717.4,6811.7744999999995,10.685520687771179,False,True,Sell,14.6899999999996,Buy
137,2023-08-04 14:20:00,LTC,USD,6825.12,6827.57,6821.04,6825.94,81976.6,6813.285000000001,10.43029469232771,False,True,Sell,12.25,Buy
136,2023-08-04 14:25:00,LTC,USD,6825.94,6827.57,6815.33,6825.94,133906.0,6814.673,10.157929285480034,False,True,Sell,17.960000000000036,Buy
135,2023-08-04 14:30:00,LTC,USD,6826.76,6845.54,6825.94,6840.64,245194.95,6816.592,11.255497650874126,False,True,Sell,31.030000000000655,Buy
134,2023-08-04 14:35:00,LTC,USD,6840.64,6842.27,6831.66,6835.74,193428.85,6817.9800000000005,11.834354094860071,False,True,Sell,33.47999999999956,Buy
133,2023-08-04 14:40:00,LTC,USD,6835.74,6839.82,6825.94,6826.76,108104.6,6818.919,11.74384672030035,False,False,Hold,11.430000000000291,Buy
132,2023-08-04 14:45:00,LTC,USD,6827.57,6829.21,6815.33,6820.22,186162.0,6819.4085,11.574195561471118,False,False,Hold,0.8100000000004002,Buy
131,2023-08-04 14:50:00,LTC,USD,6819.41,6839.0,6816.96,6834.92,280222.8,6820.469999999999,11.988256973539139,False,True,Sell,17.960000000000036,Buy
130,2023-08-04 14:55:00,LTC,USD,6835.74,6836.55,6819.41,6825.94,169015.5,6821.3679999999995,11.671919789794998,False,False,Hold,-8.980000000000473,Sell
129,2023-08-04 15:00:00,LTC,USD,6825.94,6829.21,6819.41,6823.49,106145.0,6822.062,11.344045783463223,False,False,Hold,-8.980000000000473,Sell
128,2023-08-04 15:05:00,LTC,USD,6822.67,6830.84,6820.22,6821.04,69974.05,6823.000999999999,10.352601961289668,False,False,Hold,3.2600000000002183,Buy
127,2023-08-04 15:10:00,LTC,USD,6820.22,6825.12,6817.78,6823.49,103940.45,6823.409,10.193952231874801,False,False,Hold,24.48999999999978,Buy
